protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
9606.ENSP00000296577 9606.ENSP00000230050 0 0 0 336 963 0 116 976
9606.ENSP00000296577 9606.ENSP00000346088 0 0 0 276 960 0 126 972
9606.ENSP00000296577 9606.ENSP00000397798 0 0 0 317 956 0 0 968
9606.ENSP00000296577 9606.ENSP00000345957 0 0 0 196 960 0 110 969
9606.ENSP00000296577 9606.ENSP00000354739 0 0 0 304 959 0 0 970
9606.ENSP00000296577 9606.ENSP00000379888 0 0 0 368 957 0 105 973
9606.ENSP00000296577 9606.ENSP00000357555 0 0 0 301 963 0 128 975
9606.ENSP00000296577 9606.ENSP00000388107 0 0 250 89 960 0 0 970
9606.ENSP00000296577 9606.ENSP00000481646 0 0 0 305 958 0 108 972
9606.ENSP00000296577 9606.ENSP00000225430 0 0 0 270 960 0 0 969
9606.ENSP00000296577 9606.ENSP00000463784 0 0 289 316 960 0 61 979
9606.ENSP00000296577 9606.ENSP00000348849 0 0 0 331 960 0 472 984
9606.ENSP00000296577 9606.ENSP00000274242 0 0 0 51 960 0 0 960
9606.ENSP00000296577 9606.ENSP00000470972 0 0 0 306 960 0 124 973
9606.ENSP00000296577 9606.ENSP00000472985 0 0 0 370 960 0 41 973
9606.ENSP00000296577 9606.ENSP00000270625 0 0 0 337 960 0 69 973
9606.ENSP00000296577 9606.ENSP00000463379 0 0 0 83 956 0 0 958
9606.ENSP00000296674 9606.ENSP00000452909 0 0 0 990 973 900 568 999
9606.ENSP00000296674 9606.ENSP00000393241 219 0 0 993 991 900 777 999
9606.ENSP00000296674 9606.ENSP00000322419 0 0 0 961 992 900 356 999
9606.ENSP00000296674 9606.ENSP00000362744 0 0 0 993 992 900 345 999
9606.ENSP00000296674 9606.ENSP00000307889 0 0 0 991 991 900 203 999
9606.ENSP00000296674 9606.ENSP00000346046 0 0 0 971 991 900 667 999
9606.ENSP00000296674 9606.ENSP00000243253 167 0 248 386 960 900 237 998
9606.ENSP00000296674 9606.ENSP00000472469 0 0 0 979 991 900 770 999
9606.ENSP00000296674 9606.ENSP00000263657 0 0 0 266 960 900 0 996
9606.ENSP00000296674 9606.ENSP00000278572 219 0 0 993 963 900 571 999
9606.ENSP00000296674 9606.ENSP00000353741 111 0 0 354 960 900 64 997
9606.ENSP00000296674 9606.ENSP00000222247 0 0 0 993 992 900 394 999
9606.ENSP00000296674 9606.ENSP00000378163 0 0 0 987 992 900 313 999
9606.ENSP00000296674 9606.ENSP00000355315 46 0 0 937 960 900 481 999
9606.ENSP00000296674 9606.ENSP00000339795 111 0 0 995 992 900 617 999
9606.ENSP00000296674 9606.ENSP00000426909 0 0 0 981 960 0 300 999
9606.ENSP00000296674 9606.ENSP00000346050 0 0 0 995 992 900 252 999
9606.ENSP00000296674 9606.ENSP00000253108 0 0 0 635 960 900 133 998
9606.ENSP00000296674 9606.ENSP00000363676 219 0 0 994 992 900 729 999
9606.ENSP00000296674 9606.ENSP00000388337 0 0 0 679 960 900 0 998
9606.ENSP00000296674 9606.ENSP00000346001 135 0 225 989 991 900 660 999
9606.ENSP00000296674 9606.ENSP00000413436 93 0 0 986 958 900 450 999
9606.ENSP00000296674 9606.ENSP00000464813 110 0 0 992 992 900 283 999
9606.ENSP00000296674 9606.ENSP00000361076 78 0 0 993 992 900 576 999
9606.ENSP00000296674 9606.ENSP00000296577 0 0 0 284 960 0 323 979
9606.ENSP00000296674 9606.ENSP00000346027 0 0 0 993 991 900 563 999
9606.ENSP00000296674 9606.ENSP00000386717 0 0 0 988 962 900 532 999
9606.ENSP00000296674 9606.ENSP00000267884 0 0 0 266 960 900 116 997
9606.ENSP00000296674 9606.ENSP00000356811 93 0 0 107 918 0 209 940
9606.ENSP00000296674 9606.ENSP00000377640 0 0 0 959 991 900 320 999
9606.ENSP00000296674 9606.ENSP00000253039 0 0 267 386 958 900 0 997
9606.ENSP00000296674 9606.ENSP00000274311 0 0 0 46 943 0 134 949
9606.ENSP00000296674 9606.ENSP00000346067 91 0 0 956 991 900 618 999
9606.ENSP00000296674 9606.ENSP00000379339 167 0 0 990 957 900 673 999
9606.ENSP00000296674 9606.ENSP00000360034 0 0 0 351 954 0 0 969
9606.ENSP00000296674 9606.ENSP00000346015 167 0 0 993 991 900 766 999
9606.ENSP00000296674 9606.ENSP00000435370 0 0 0 933 991 900 725 999
9606.ENSP00000296674 9606.ENSP00000451818 77 0 0 109 960 900 226 997
9606.ENSP00000296674 9606.ENSP00000389103 219 0 0 995 991 900 488 999
9606.ENSP00000296674 9606.ENSP00000311430 135 0 0 980 991 900 741 999
9606.ENSP00000296674 9606.ENSP00000428085 219 0 0 981 991 900 742 999
9606.ENSP00000296674 9606.ENSP00000414321 0 0 0 993 989 900 775 999
9606.ENSP00000296674 9606.ENSP00000272317 0 0 0 966 991 900 238 999
9606.ENSP00000296674 9606.ENSP00000259469 219 0 0 993 992 900 503 999
9606.ENSP00000296674 9606.ENSP00000262584 167 0 0 993 992 900 776 999
9606.ENSP00000296674 9606.ENSP00000318646 167 0 0 993 992 900 733 999
9606.ENSP00000296674 9606.ENSP00000420311 219 0 334 993 992 900 367 999
9606.ENSP00000296674 9606.ENSP00000369757 0 0 0 997 991 900 734 999
9606.ENSP00000296674 9606.ENSP00000331019 0 0 0 826 954 900 607 999
9606.ENSP00000296674 9606.ENSP00000424870 0 0 0 100 960 900 0 996
9606.ENSP00000296674 9606.ENSP00000435777 43 0 0 994 992 900 819 999
9606.ENSP00000296674 9606.ENSP00000298283 93 0 0 818 991 900 328 999
9606.ENSP00000296674 9606.ENSP00000464342 0 0 0 981 992 900 450 999
9606.ENSP00000296674 9606.ENSP00000309830 0 0 0 982 991 900 236 999
9606.ENSP00000296674 9606.ENSP00000302896 167 0 0 968 992 900 694 999
9606.ENSP00000296674 9606.ENSP00000419449 0 0 0 243 960 0 379 979
9606.ENSP00000296674 9606.ENSP00000418082 0 0 0 972 992 900 129 999
9606.ENSP00000296674 9606.ENSP00000475027 56 0 0 807 958 0 446 995
9606.ENSP00000296674 9606.ENSP00000419117 0 0 0 991 960 900 316 999
9606.ENSP00000296674 9606.ENSP00000368927 219 0 0 317 960 900 241 998
9606.ENSP00000296674 9606.ENSP00000223641 0 0 0 231 960 900 0 996
9606.ENSP00000296674 9606.ENSP00000404375 0 0 0 803 956 900 506 999
9606.ENSP00000296674 9606.ENSP00000416429 0 0 0 968 991 900 526 999
9606.ENSP00000296674 9606.ENSP00000339095 0 0 0 993 992 900 370 999
9606.ENSP00000296674 9606.ENSP00000363018 167 0 0 994 992 900 405 999
9606.ENSP00000296674 9606.ENSP00000220849 0 0 0 566 964 900 106 998
9606.ENSP00000296674 9606.ENSP00000356548 0 0 0 62 960 900 388 997
9606.ENSP00000296674 9606.ENSP00000435096 0 0 0 995 991 900 841 999
9606.ENSP00000296674 9606.ENSP00000385958 167 0 0 995 992 900 744 999
9606.ENSP00000296674 9606.ENSP00000359345 219 0 0 992 992 900 541 999
9606.ENSP00000296674 9606.ENSP00000309334 0 0 226 992 991 900 747 999
9606.ENSP00000296674 9606.ENSP00000436049 0 0 0 478 960 900 99 997
9606.ENSP00000296674 9606.ENSP00000251453 135 0 0 990 991 900 758 999
9606.ENSP00000296674 9606.ENSP00000230050 78 0 0 995 994 900 421 999
9606.ENSP00000296674 9606.ENSP00000429374 167 0 0 988 961 900 721 999
9606.ENSP00000296674 9606.ENSP00000346088 0 0 0 935 991 900 682 999
9606.ENSP00000296674 9606.ENSP00000397798 111 0 0 982 989 900 173 999
9606.ENSP00000296674 9606.ENSP00000345957 0 0 0 983 991 900 816 999
9606.ENSP00000296674 9606.ENSP00000449328 167 0 0 986 992 900 479 999
9606.ENSP00000296674 9606.ENSP00000346037 0 0 0 974 994 900 522 999
9606.ENSP00000296674 9606.ENSP00000379506 110 0 0 983 991 900 652 999
9606.ENSP00000296674 9606.ENSP00000354739 167 0 0 992 992 900 444 999
9606.ENSP00000296674 9606.ENSP00000400467 219 0 215 994 992 900 694 999
9606.ENSP00000296674 9606.ENSP00000379888 0 0 0 993 992 900 817 999
9606.ENSP00000296674 9606.ENSP00000357555 0 0 0 994 994 900 749 999
9606.ENSP00000296674 9606.ENSP00000307940 111 0 0 638 967 900 396 999
9606.ENSP00000296674 9606.ENSP00000375730 167 0 0 994 991 900 507 999
9606.ENSP00000296674 9606.ENSP00000388107 0 0 0 927 960 900 470 999
9606.ENSP00000296674 9606.ENSP00000481646 0 0 0 992 991 900 593 999
9606.ENSP00000296674 9606.ENSP00000447001 219 0 0 963 992 900 327 999
9606.ENSP00000296674 9606.ENSP00000398131 93 0 0 139 958 900 138 996
9606.ENSP00000296674 9606.ENSP00000225430 0 0 221 994 991 900 729 999
9606.ENSP00000296674 9606.ENSP00000463784 135 0 0 993 960 900 695 999
9606.ENSP00000296674 9606.ENSP00000348849 0 0 0 986 991 900 830 999
9606.ENSP00000296674 9606.ENSP00000339063 93 0 272 664 972 900 446 999
9606.ENSP00000296674 9606.ENSP00000274242 0 0 0 916 960 900 537 999
9606.ENSP00000296674 9606.ENSP00000341885 167 0 0 964 992 900 748 999
9606.ENSP00000296674 9606.ENSP00000271764 0 0 0 81 907 0 167 923
9606.ENSP00000296674 9606.ENSP00000470972 0 0 0 993 992 900 725 999
9606.ENSP00000296674 9606.ENSP00000418868 0 0 0 980 991 900 216 999
9606.ENSP00000296674 9606.ENSP00000467466 219 0 238 964 992 900 768 999
9606.ENSP00000296674 9606.ENSP00000268661 135 0 208 682 950 900 514 999
9606.ENSP00000296674 9606.ENSP00000472985 167 0 0 992 991 900 568 999
9606.ENSP00000296674 9606.ENSP00000270625 219 0 0 993 992 900 497 999
9606.ENSP00000296674 9606.ENSP00000403172 110 0 0 989 991 900 643 999
9606.ENSP00000296674 9606.ENSP00000463379 111 0 0 665 955 0 173 987
9606.ENSP00000296684 9606.ENSP00000354687 0 0 0 303 985 900 404 999
9606.ENSP00000296684 9606.ENSP00000362060 0 0 0 825 986 900 629 999
9606.ENSP00000296684 9606.ENSP00000317159 0 0 0 590 965 0 86 986
9606.ENSP00000296684 9606.ENSP00000356972 0 0 0 749 984 900 813 999
9606.ENSP00000296684 9606.ENSP00000263774 0 0 0 891 993 900 749 999
9606.ENSP00000296684 9606.ENSP00000423673 0 0 0 847 950 900 517 999
9606.ENSP00000296684 9606.ENSP00000354728 0 0 0 0 938 540 338 979
9606.ENSP00000296684 9606.ENSP00000327268 0 0 0 920 994 900 764 999
9606.ENSP00000296684 9606.ENSP00000276689 0 0 0 965 931 900 449 999
9606.ENSP00000296684 9606.ENSP00000266544 0 0 0 870 972 900 660 999
9606.ENSP00000296684 9606.ENSP00000184266 0 0 0 615 992 900 463 999
9606.ENSP00000296684 9606.ENSP00000330787 0 0 0 441 957 900 292 998
9606.ENSP00000296684 9606.ENSP00000346196 0 0 0 102 983 900 622 999
9606.ENSP00000296684 9606.ENSP00000304236 0 0 0 0 909 0 0 909
9606.ENSP00000296684 9606.ENSP00000252102 0 0 0 696 998 900 621 999
9606.ENSP00000296684 9606.ENSP00000259037 0 0 0 950 964 900 505 999
9606.ENSP00000296684 9606.ENSP00000268668 0 0 0 881 991 900 307 999
9606.ENSP00000296684 9606.ENSP00000274137 0 0 0 918 937 900 810 999
9606.ENSP00000296684 9606.ENSP00000301457 0 0 0 824 993 900 546 999
9606.ENSP00000296684 9606.ENSP00000215565 0 0 0 967 931 900 650 999
9606.ENSP00000296684 9606.ENSP00000233627 0 0 0 782 955 900 898 999
9606.ENSP00000296684 9606.ENSP00000330737 0 0 216 960 982 900 777 999
9606.ENSP00000296684 9606.ENSP00000362873 0 0 0 909 959 900 656 999
9606.ENSP00000296684 9606.ENSP00000354961 0 0 0 289 970 900 445 998
9606.ENSP00000296684 9606.ENSP00000418438 0 0 0 579 938 900 407 998
9606.ENSP00000296684 9606.ENSP00000315774 0 0 0 903 994 900 694 999
9606.ENSP00000296684 9606.ENSP00000369176 0 0 0 945 944 900 495 999
9606.ENSP00000296684 9606.ENSP00000392709 0 0 0 876 986 900 748 999
9606.ENSP00000296684 9606.ENSP00000354813 0 0 0 247 988 900 501 999
9606.ENSP00000296684 9606.ENSP00000441126 0 0 0 558 911 900 535 997
9606.ENSP00000296684 9606.ENSP00000309565 0 0 0 344 962 0 462 985
9606.ENSP00000296684 9606.ENSP00000419087 0 0 0 326 936 900 476 997
9606.ENSP00000296684 9606.ENSP00000299166 0 0 0 938 983 900 484 999
9606.ENSP00000296684 9606.ENSP00000418842 0 0 0 905 998 900 663 999
9606.ENSP00000296684 9606.ENSP00000281031 0 0 0 816 901 900 550 999
9606.ENSP00000296684 9606.ENSP00000458770 0 0 0 919 960 900 459 999
9606.ENSP00000296684 9606.ENSP00000322450 0 0 0 627 983 900 788 999
9606.ENSP00000296684 9606.ENSP00000237889 0 0 0 916 944 900 462 999
9606.ENSP00000296702 9606.ENSP00000362110 0 0 0 402 935 0 0 959
9606.ENSP00000296702 9606.ENSP00000271628 0 0 0 99 935 0 666 978
9606.ENSP00000296702 9606.ENSP00000318861 0 0 0 300 935 0 0 952
9606.ENSP00000296702 9606.ENSP00000307863 0 0 0 243 935 0 243 959
9606.ENSP00000296702 9606.ENSP00000335321 0 0 0 514 935 0 235 973
9606.ENSP00000296702 9606.ENSP00000254193 0 0 0 245 935 0 86 951
9606.ENSP00000296702 9606.ENSP00000221494 0 0 0 89 944 0 0 947
9606.ENSP00000296702 9606.ENSP00000215793 0 0 0 472 935 0 242 971
9606.ENSP00000296782 9606.ENSP00000456405 0 0 0 0 917 900 974 999
9606.ENSP00000296782 9606.ENSP00000354558 0 0 0 112 963 900 977 999
9606.ENSP00000296782 9606.ENSP00000265960 0 0 0 62 969 900 961 999
9606.ENSP00000296785 9606.ENSP00000453281 0 0 0 62 967 0 269 976
9606.ENSP00000296785 9606.ENSP00000303158 0 0 0 0 967 0 250 974
9606.ENSP00000296785 9606.ENSP00000264606 0 0 0 0 973 900 640 998
9606.ENSP00000296792 9606.ENSP00000454836 0 0 180 903 968 900 395 999
9606.ENSP00000296792 9606.ENSP00000423067 0 0 0 924 958 900 807 999
9606.ENSP00000296792 9606.ENSP00000327179 0 0 0 882 929 900 916 999
9606.ENSP00000296792 9606.ENSP00000244230 0 0 0 827 961 900 741 999
9606.ENSP00000296792 9606.ENSP00000264279 0 0 0 882 933 900 588 999
9606.ENSP00000296795 9606.ENSP00000358335 0 0 0 0 993 900 389 999
9606.ENSP00000296795 9606.ENSP00000433623 0 0 0 0 993 900 755 999
9606.ENSP00000296795 9606.ENSP00000468348 0 0 0 0 993 0 276 994
9606.ENSP00000296795 9606.ENSP00000356426 0 0 0 0 993 900 539 999
9606.ENSP00000297012 9606.ENSP00000274764 0 0 0 429 901 900 737 998
9606.ENSP00000297044 9606.ENSP00000298316 0 0 0 81 960 900 698 998
9606.ENSP00000297071 9606.ENSP00000244020 0 0 0 225 909 0 217 940
9606.ENSP00000297135 9606.ENSP00000355629 0 0 0 186 969 900 947 999
9606.ENSP00000297135 9606.ENSP00000305459 0 0 0 186 945 900 897 999
9606.ENSP00000297135 9606.ENSP00000258654 0 0 0 195 969 900 962 999
9606.ENSP00000297135 9606.ENSP00000305442 0 0 0 243 957 900 975 999
9606.ENSP00000297135 9606.ENSP00000299886 0 0 0 124 957 900 962 999
9606.ENSP00000297135 9606.ENSP00000315775 0 0 0 208 957 900 895 999
9606.ENSP00000297135 9606.ENSP00000397441 0 0 0 179 945 900 894 999
9606.ENSP00000297151 9606.ENSP00000460348 0 0 0 88 971 900 694 999
9606.ENSP00000297151 9606.ENSP00000227524 0 0 0 0 955 900 296 996
9606.ENSP00000297151 9606.ENSP00000199814 0 0 0 61 944 900 830 998
9606.ENSP00000297151 9606.ENSP00000387006 0 0 0 228 938 900 681 998
9606.ENSP00000297151 9606.ENSP00000262415 0 0 0 78 944 0 894 994
9606.ENSP00000297151 9606.ENSP00000236273 0 0 0 147 938 900 798 998
9606.ENSP00000297151 9606.ENSP00000342374 0 0 0 63 926 900 240 994
9606.ENSP00000297151 9606.ENSP00000400591 0 0 0 63 938 900 249 995
9606.ENSP00000297151 9606.ENSP00000215829 0 0 0 63 923 900 422 995
9606.ENSP00000297151 9606.ENSP00000360532 0 0 0 173 958 900 722 998
9606.ENSP00000297151 9606.ENSP00000475615 0 0 0 138 932 900 671 997
9606.ENSP00000297151 9606.ENSP00000392094 0 0 0 64 932 900 807 998
9606.ENSP00000297151 9606.ENSP00000357928 0 0 0 159 955 900 895 999
9606.ENSP00000297151 9606.ENSP00000424417 0 0 0 109 936 900 489 996
9606.ENSP00000297151 9606.ENSP00000254193 0 0 0 0 926 900 245 993
9606.ENSP00000297151 9606.ENSP00000272348 0 0 0 0 923 900 85 992
9606.ENSP00000297151 9606.ENSP00000463058 0 0 0 62 962 900 117 996
9606.ENSP00000297151 9606.ENSP00000266735 0 0 0 54 926 900 138 993
9606.ENSP00000297151 9606.ENSP00000300413 0 0 0 63 941 900 274 995
9606.ENSP00000297151 9606.ENSP00000351137 0 0 0 64 938 900 769 998
9606.ENSP00000297151 9606.ENSP00000366557 0 0 0 129 955 900 728 998
9606.ENSP00000297151 9606.ENSP00000261531 0 0 0 173 943 900 554 997
9606.ENSP00000297151 9606.ENSP00000386023 0 0 0 63 926 900 588 996
9606.ENSP00000297185 9606.ENSP00000264954 68 0 0 521 945 900 760 999
9606.ENSP00000297261 9606.ENSP00000332353 0 0 0 63 913 900 978 999
9606.ENSP00000297338 9606.ENSP00000218089 0 0 0 465 996 900 928 999
9606.ENSP00000297338 9606.ENSP00000354720 0 0 0 660 997 900 981 999
9606.ENSP00000297338 9606.ENSP00000372689 0 0 0 277 996 900 911 999
9606.ENSP00000297338 9606.ENSP00000313851 0 0 0 398 934 900 708 998
9606.ENSP00000297338 9606.ENSP00000303427 0 0 0 317 906 900 921 999
9606.ENSP00000297338 9606.ENSP00000323421 0 0 0 604 998 900 898 999
9606.ENSP00000297338 9606.ENSP00000350036 0 0 0 338 993 900 743 999
9606.ENSP00000297347 9606.ENSP00000237380 0 0 0 63 993 900 745 999
9606.ENSP00000297347 9606.ENSP00000224950 0 0 0 0 993 0 0 993
9606.ENSP00000297347 9606.ENSP00000282007 0 0 0 270 993 0 0 994
9606.ENSP00000297347 9606.ENSP00000362948 0 0 0 201 993 900 762 999
9606.ENSP00000297347 9606.ENSP00000300651 0 0 0 184 993 900 548 999
9606.ENSP00000297347 9606.ENSP00000363193 0 0 0 135 993 900 619 999
9606.ENSP00000297350 9606.ENSP00000381775 0 0 0 0 940 900 960 999
9606.ENSP00000297431 9606.ENSP00000418915 0 0 0 49 980 0 56 981
9606.ENSP00000297431 9606.ENSP00000307288 0 0 0 531 970 900 853 999
9606.ENSP00000297431 9606.ENSP00000292616 0 0 0 108 945 900 766 998
9606.ENSP00000297431 9606.ENSP00000441953 0 0 0 343 995 900 961 999
9606.ENSP00000297431 9606.ENSP00000219097 0 0 0 355 971 900 924 999
9606.ENSP00000297431 9606.ENSP00000360623 0 0 0 495 996 900 922 999
9606.ENSP00000297431 9606.ENSP00000216122 0 0 0 746 964 900 834 999
9606.ENSP00000297431 9606.ENSP00000265728 0 0 0 146 911 900 647 996
9606.ENSP00000297431 9606.ENSP00000209728 0 0 0 423 970 900 869 999
9606.ENSP00000297431 9606.ENSP00000265056 0 0 0 458 976 900 788 999
9606.ENSP00000297431 9606.ENSP00000360532 0 0 0 160 980 0 56 982
9606.ENSP00000297431 9606.ENSP00000234296 0 0 0 752 996 900 904 999
9606.ENSP00000297431 9606.ENSP00000257789 0 0 0 573 996 900 936 999
9606.ENSP00000297431 9606.ENSP00000480987 0 0 0 713 959 900 831 999
9606.ENSP00000297431 9606.ENSP00000262105 0 0 0 615 970 900 827 999
9606.ENSP00000297440 9606.ENSP00000302790 0 0 0 0 911 0 0 911
9606.ENSP00000297540 9606.ENSP00000340648 0 0 0 0 976 0 0 976
9606.ENSP00000297540 9606.ENSP00000356110 0 0 0 59 959 0 0 959
9606.ENSP00000297579 9606.ENSP00000454836 0 0 0 900 968 900 346 999
9606.ENSP00000297579 9606.ENSP00000423067 0 0 0 877 970 900 456 999
9606.ENSP00000297579 9606.ENSP00000370589 0 0 0 845 956 900 736 999
9606.ENSP00000297579 9606.ENSP00000264279 0 0 0 880 972 900 513 999
9606.ENSP00000297579 9606.ENSP00000377944 0 0 0 739 959 900 347 999
9606.ENSP00000297579 9606.ENSP00000232888 0 0 0 902 970 900 736 999
9606.ENSP00000297591 9606.ENSP00000401277 0 0 0 0 981 900 703 999
9606.ENSP00000297591 9606.ENSP00000351141 0 0 0 82 998 900 915 999
9606.ENSP00000297591 9606.ENSP00000282007 0 0 0 150 972 900 534 998
9606.ENSP00000297661 9606.ENSP00000251968 0 0 0 63 933 900 624 997
9606.ENSP00000297661 9606.ENSP00000318629 0 0 0 52 933 900 735 998
9606.ENSP00000297661 9606.ENSP00000267202 0 0 0 62 933 900 713 997
9606.ENSP00000297954 9606.ENSP00000341292 0 0 0 0 960 0 247 969
9606.ENSP00000297990 9606.ENSP00000244230 0 0 0 845 969 900 724 999
9606.ENSP00000297990 9606.ENSP00000370589 0 0 0 877 927 900 718 999
9606.ENSP00000297990 9606.ENSP00000477848 0 0 0 855 909 0 432 991
9606.ENSP00000297990 9606.ENSP00000221801 0 0 0 753 952 900 718 999
9606.ENSP00000297990 9606.ENSP00000264279 0 0 0 862 958 900 678 999
9606.ENSP00000297990 9606.ENSP00000321449 0 0 0 367 961 900 913 999
9606.ENSP00000297990 9606.ENSP00000261637 0 0 0 852 947 900 728 999
9606.ENSP00000297990 9606.ENSP00000371101 0 0 0 851 965 0 732 998
9606.ENSP00000298125 9606.ENSP00000360532 0 0 0 61 980 0 79 981
9606.ENSP00000298139 9606.ENSP00000223129 0 0 0 60 993 900 400 999
9606.ENSP00000298139 9606.ENSP00000254719 0 0 0 114 996 900 607 999
9606.ENSP00000298139 9606.ENSP00000363017 0 0 0 134 994 900 555 999
9606.ENSP00000298159 9606.ENSP00000349960 0 0 0 90 930 800 312 990
9606.ENSP00000298159 9606.ENSP00000458162 0 0 0 90 942 800 289 991
9606.ENSP00000298181 9606.ENSP00000298396 0 0 0 0 933 0 49 933
9606.ENSP00000298229 9606.ENSP00000351209 0 0 0 69 916 0 420 951
9606.ENSP00000298281 9606.ENSP00000298875 0 0 0 176 939 900 865 999
9606.ENSP00000298281 9606.ENSP00000336752 0 0 0 91 960 900 732 998
9606.ENSP00000298283 9606.ENSP00000393241 154 0 0 817 958 900 220 999
9606.ENSP00000298283 9606.ENSP00000362744 0 0 0 817 988 900 404 999
9606.ENSP00000298283 9606.ENSP00000307889 0 0 0 817 945 900 499 999
9606.ENSP00000298283 9606.ENSP00000346046 0 0 0 819 947 900 332 999
9606.ENSP00000298283 9606.ENSP00000472469 0 0 0 818 991 900 101 999
9606.ENSP00000298283 9606.ENSP00000278572 154 0 0 836 958 900 415 999
9606.ENSP00000298283 9606.ENSP00000222247 0 0 0 827 989 900 230 999
9606.ENSP00000298283 9606.ENSP00000378163 0 0 0 814 958 900 90 999
9606.ENSP00000298283 9606.ENSP00000355315 44 0 0 819 958 900 752 999
9606.ENSP00000298283 9606.ENSP00000339795 74 0 0 812 987 900 223 999
9606.ENSP00000298283 9606.ENSP00000426909 0 0 0 818 958 0 104 992
9606.ENSP00000298283 9606.ENSP00000346050 0 0 0 818 991 900 105 999
9606.ENSP00000298283 9606.ENSP00000363676 154 0 0 812 991 900 405 999
9606.ENSP00000298283 9606.ENSP00000346001 77 0 0 653 988 900 565 999
9606.ENSP00000298283 9606.ENSP00000464813 77 0 0 828 990 900 344 999
9606.ENSP00000298283 9606.ENSP00000361076 60 0 0 808 991 900 249 999
9606.ENSP00000298283 9606.ENSP00000346027 59 0 0 816 990 900 168 999
9606.ENSP00000298283 9606.ENSP00000386717 0 0 0 818 954 900 483 999
9606.ENSP00000298283 9606.ENSP00000377640 0 0 0 818 992 900 331 999
9606.ENSP00000298283 9606.ENSP00000346067 72 0 0 654 992 900 192 999
9606.ENSP00000298283 9606.ENSP00000346015 93 0 0 816 988 900 317 999
9606.ENSP00000298283 9606.ENSP00000435370 0 0 0 836 951 900 100 999
9606.ENSP00000298283 9606.ENSP00000389103 154 0 0 807 990 900 431 999
9606.ENSP00000298283 9606.ENSP00000311430 77 0 0 818 988 900 419 999
9606.ENSP00000298283 9606.ENSP00000428085 0 374 0 818 989 900 269 999
9606.ENSP00000298283 9606.ENSP00000414321 0 0 0 431 958 900 275 998
9606.ENSP00000298283 9606.ENSP00000272317 0 0 0 818 992 900 115 999
9606.ENSP00000298283 9606.ENSP00000259469 154 0 0 817 990 900 204 999
9606.ENSP00000298283 9606.ENSP00000262584 93 0 0 817 991 900 486 999
9606.ENSP00000298283 9606.ENSP00000318646 93 0 0 817 991 900 279 999
9606.ENSP00000298283 9606.ENSP00000420311 154 0 0 817 990 900 366 999
9606.ENSP00000298283 9606.ENSP00000369757 0 0 0 817 991 900 329 999
9606.ENSP00000298283 9606.ENSP00000435777 0 0 0 817 991 900 443 999
9606.ENSP00000298283 9606.ENSP00000464342 0 0 0 818 991 900 221 999
9606.ENSP00000298283 9606.ENSP00000309830 0 0 0 818 990 900 281 999
9606.ENSP00000298283 9606.ENSP00000302896 93 0 251 818 958 900 245 999
9606.ENSP00000298283 9606.ENSP00000418082 0 0 0 834 990 900 0 999
9606.ENSP00000298283 9606.ENSP00000475027 0 0 0 637 948 0 63 980
9606.ENSP00000298283 9606.ENSP00000419117 0 0 0 818 958 900 276 999
9606.ENSP00000298283 9606.ENSP00000296674 93 0 0 818 991 900 328 999
9606.ENSP00000298283 9606.ENSP00000404375 0 0 0 580 944 900 697 999
9606.ENSP00000298283 9606.ENSP00000416429 0 0 210 819 958 900 84 999
9606.ENSP00000298283 9606.ENSP00000339095 0 0 0 817 991 900 173 999
9606.ENSP00000298283 9606.ENSP00000363018 93 0 0 738 991 900 469 999
9606.ENSP00000298283 9606.ENSP00000435096 0 0 0 817 990 900 240 999
9606.ENSP00000298283 9606.ENSP00000385958 93 0 0 817 990 900 186 999
9606.ENSP00000298283 9606.ENSP00000359345 154 0 0 817 990 900 469 999
9606.ENSP00000298283 9606.ENSP00000309334 0 0 207 817 991 900 448 999
9606.ENSP00000298283 9606.ENSP00000251453 77 0 0 824 990 900 379 999
9606.ENSP00000298283 9606.ENSP00000230050 60 0 0 817 992 900 246 999
9606.ENSP00000298283 9606.ENSP00000346088 0 0 0 622 989 900 562 999
9606.ENSP00000298283 9606.ENSP00000397798 74 0 0 574 986 900 149 999
9606.ENSP00000298283 9606.ENSP00000345957 0 0 0 818 990 900 308 999
9606.ENSP00000298283 9606.ENSP00000449328 93 0 0 820 989 900 423 999
9606.ENSP00000298283 9606.ENSP00000379506 77 0 0 814 987 900 221 999
9606.ENSP00000298283 9606.ENSP00000354739 93 0 0 807 991 900 354 999
9606.ENSP00000298283 9606.ENSP00000400467 154 0 222 817 988 900 374 999
9606.ENSP00000298283 9606.ENSP00000379888 0 0 0 817 991 900 419 999
9606.ENSP00000298283 9606.ENSP00000357555 0 0 0 654 958 900 105 998
9606.ENSP00000298283 9606.ENSP00000307940 74 0 0 818 981 900 130 999
9606.ENSP00000298283 9606.ENSP00000375730 93 0 222 807 946 900 272 999
9606.ENSP00000298283 9606.ENSP00000388107 0 0 0 819 958 900 466 999
9606.ENSP00000298283 9606.ENSP00000481646 0 0 0 637 987 900 97 999
9606.ENSP00000298283 9606.ENSP00000447001 0 0 0 836 988 900 408 999
9606.ENSP00000298283 9606.ENSP00000225430 0 0 202 817 991 900 277 999
9606.ENSP00000298283 9606.ENSP00000463784 77 0 213 666 958 900 229 999
9606.ENSP00000298283 9606.ENSP00000348849 42 0 0 817 990 900 399 999
