protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
9606.ENSP00000404375 9606.ENSP00000346088 0 0 0 760 956 900 519 999
9606.ENSP00000404375 9606.ENSP00000397798 0 0 0 583 944 900 157 997
9606.ENSP00000404375 9606.ENSP00000345957 0 0 0 797 956 900 431 999
9606.ENSP00000404375 9606.ENSP00000449328 0 0 0 739 956 900 352 999
9606.ENSP00000404375 9606.ENSP00000346037 0 0 0 746 956 900 611 999
9606.ENSP00000404375 9606.ENSP00000379506 0 0 0 777 956 900 521 999
9606.ENSP00000404375 9606.ENSP00000354739 0 0 0 780 956 900 675 999
9606.ENSP00000404375 9606.ENSP00000400467 0 0 0 712 955 900 512 999
9606.ENSP00000404375 9606.ENSP00000379888 0 0 0 834 956 900 561 999
9606.ENSP00000404375 9606.ENSP00000357555 135 0 0 702 956 900 492 999
9606.ENSP00000404375 9606.ENSP00000307940 0 0 0 300 944 900 291 996
9606.ENSP00000404375 9606.ENSP00000375730 0 0 0 791 952 900 454 999
9606.ENSP00000404375 9606.ENSP00000388107 0 0 0 729 956 900 597 999
9606.ENSP00000404375 9606.ENSP00000481646 0 0 0 603 944 900 393 998
9606.ENSP00000404375 9606.ENSP00000447001 0 0 0 729 955 900 409 999
9606.ENSP00000404375 9606.ENSP00000225430 0 0 0 763 956 900 838 999
9606.ENSP00000404375 9606.ENSP00000296255 0 0 0 81 956 900 0 995
9606.ENSP00000404375 9606.ENSP00000463784 0 0 0 738 956 900 576 999
9606.ENSP00000404375 9606.ENSP00000348849 0 0 0 729 956 900 209 998
9606.ENSP00000404375 9606.ENSP00000339063 0 0 0 252 947 900 147 996
9606.ENSP00000404375 9606.ENSP00000274242 0 0 0 770 956 900 562 999
9606.ENSP00000404375 9606.ENSP00000341885 0 0 0 705 956 900 640 999
9606.ENSP00000404375 9606.ENSP00000470972 155 0 0 805 956 900 540 999
9606.ENSP00000404375 9606.ENSP00000418868 0 0 0 739 956 900 282 999
9606.ENSP00000404375 9606.ENSP00000467466 0 0 0 766 956 900 600 999
9606.ENSP00000404375 9606.ENSP00000472985 0 0 0 725 956 900 424 999
9606.ENSP00000404375 9606.ENSP00000270625 0 0 0 749 956 900 805 999
9606.ENSP00000404375 9606.ENSP00000403172 0 0 0 734 944 900 633 999
9606.ENSP00000404375 9606.ENSP00000463379 0 0 0 507 944 0 157 974
9606.ENSP00000404381 9606.ENSP00000378199 43 0 335 141 919 0 99 953
9606.ENSP00000404658 9606.ENSP00000316578 0 0 0 87 952 900 839 999
9606.ENSP00000404676 9606.ENSP00000303423 0 0 0 104 903 900 962 999
9606.ENSP00000404704 9606.ENSP00000481126 0 0 0 122 921 0 906 992
9606.ENSP00000404923 9606.ENSP00000358072 0 0 0 0 928 0 760 982
9606.ENSP00000405330 9606.ENSP00000385216 0 0 0 0 921 900 659 997
9606.ENSP00000405574 9606.ENSP00000360532 0 0 0 145 980 0 59 983
9606.ENSP00000405575 9606.ENSP00000217402 0 0 0 152 997 900 936 999
9606.ENSP00000405575 9606.ENSP00000432279 0 0 0 169 973 900 834 999
9606.ENSP00000405726 9606.ENSP00000307288 0 0 0 919 977 900 963 999
9606.ENSP00000405726 9606.ENSP00000219097 0 0 0 376 921 900 759 998
9606.ENSP00000405726 9606.ENSP00000360623 0 0 0 869 983 900 758 999
9606.ENSP00000405726 9606.ENSP00000264156 0 0 0 895 977 900 885 999
9606.ENSP00000405726 9606.ENSP00000257904 0 0 0 239 921 0 392 960
9606.ENSP00000405726 9606.ENSP00000234296 0 0 0 390 964 900 952 999
9606.ENSP00000405726 9606.ENSP00000480987 0 0 0 938 979 900 931 999
9606.ENSP00000405726 9606.ENSP00000418268 0 0 0 885 945 900 961 999
9606.ENSP00000405890 9606.ENSP00000343619 0 0 0 0 969 0 657 989
9606.ENSP00000405890 9606.ENSP00000421799 0 0 0 0 958 0 113 961
9606.ENSP00000405890 9606.ENSP00000453793 0 0 0 84 934 0 352 957
9606.ENSP00000405965 9606.ENSP00000296257 0 0 0 61 911 900 497 995
9606.ENSP00000405965 9606.ENSP00000283195 0 0 0 99 955 900 719 998
9606.ENSP00000405965 9606.ENSP00000359740 0 0 0 0 956 0 637 983
9606.ENSP00000405965 9606.ENSP00000394791 0 0 0 61 976 900 902 999
9606.ENSP00000405965 9606.ENSP00000270225 0 0 0 145 917 900 878 999
9606.ENSP00000405965 9606.ENSP00000348056 0 0 0 166 981 900 921 999
9606.ENSP00000406037 9606.ENSP00000462945 0 0 0 62 969 900 536 998
9606.ENSP00000406046 9606.ENSP00000223129 0 0 0 153 942 900 448 996
9606.ENSP00000406046 9606.ENSP00000480186 0 0 0 777 945 900 921 999
9606.ENSP00000406046 9606.ENSP00000360532 0 0 0 199 980 0 87 984
9606.ENSP00000406046 9606.ENSP00000263681 0 0 0 351 929 900 920 999
9606.ENSP00000406046 9606.ENSP00000368458 44 0 0 486 940 900 598 998
9606.ENSP00000406463 9606.ENSP00000361900 0 0 0 87 990 0 155 992
9606.ENSP00000406549 9606.ENSP00000358854 0 0 0 121 973 900 780 999
9606.ENSP00000406549 9606.ENSP00000269142 0 0 0 81 962 900 376 997
9606.ENSP00000406549 9606.ENSP00000340271 0 0 0 62 956 900 774 998
9606.ENSP00000406549 9606.ENSP00000361998 0 0 0 152 948 900 555 997
9606.ENSP00000406549 9606.ENSP00000299424 0 0 0 0 963 900 747 998
9606.ENSP00000406549 9606.ENSP00000355051 0 0 0 55 949 900 682 998
9606.ENSP00000406549 9606.ENSP00000362068 0 0 0 62 980 900 717 999
9606.ENSP00000406549 9606.ENSP00000375942 0 0 0 78 999 900 828 999
9606.ENSP00000406549 9606.ENSP00000339917 0 0 0 61 939 900 493 996
9606.ENSP00000406549 9606.ENSP00000229595 0 0 0 0 966 0 380 978
9606.ENSP00000406549 9606.ENSP00000399982 0 0 0 0 998 900 950 999
9606.ENSP00000406549 9606.ENSP00000263974 0 0 0 82 926 900 769 998
9606.ENSP00000406549 9606.ENSP00000367406 0 0 0 518 992 900 856 999
9606.ENSP00000406549 9606.ENSP00000354633 0 0 0 63 972 900 745 999
9606.ENSP00000406549 9606.ENSP00000252996 0 0 0 81 962 900 733 998
9606.ENSP00000406549 9606.ENSP00000312709 0 0 0 152 993 900 878 999
9606.ENSP00000406723 9606.ENSP00000480524 0 0 0 111 933 0 0 938
9606.ENSP00000406873 9606.ENSP00000383118 0 0 0 61 958 0 718 988
9606.ENSP00000407323 9606.ENSP00000363574 0 0 0 292 930 540 358 983
9606.ENSP00000407323 9606.ENSP00000361076 0 0 0 335 926 0 85 951
9606.ENSP00000407323 9606.ENSP00000402338 0 0 0 909 952 0 793 999
9606.ENSP00000407323 9606.ENSP00000285814 0 0 0 906 969 0 644 998
9606.ENSP00000407323 9606.ENSP00000354040 0 0 0 896 942 0 520 996
9606.ENSP00000407323 9606.ENSP00000395772 0 0 0 843 909 900 746 999
9606.ENSP00000407323 9606.ENSP00000483484 0 0 0 858 958 540 672 999
9606.ENSP00000407323 9606.ENSP00000264279 0 0 0 909 938 0 483 996
9606.ENSP00000407323 9606.ENSP00000364320 0 0 0 912 959 0 416 997
9606.ENSP00000407323 9606.ENSP00000360412 0 0 0 886 940 0 226 994
9606.ENSP00000407323 9606.ENSP00000361092 0 0 0 889 902 0 786 997
9606.ENSP00000407323 9606.ENSP00000396673 0 0 0 903 943 540 560 998
9606.ENSP00000407323 9606.ENSP00000346725 0 0 0 904 947 900 256 999
9606.ENSP00000407323 9606.ENSP00000371858 0 0 0 893 954 0 624 998
9606.ENSP00000407323 9606.ENSP00000338862 0 0 0 910 965 0 670 998
9606.ENSP00000407487 9606.ENSP00000360532 0 0 0 45 980 0 95 981
9606.ENSP00000407586 9606.ENSP00000387784 0 0 0 62 964 900 766 999
9606.ENSP00000407586 9606.ENSP00000251849 0 0 0 55 974 900 900 999
9606.ENSP00000407586 9606.ENSP00000358548 0 0 48 0 960 900 54 995
9606.ENSP00000407586 9606.ENSP00000352121 0 0 0 61 973 900 526 998
9606.ENSP00000407586 9606.ENSP00000375960 0 0 0 0 963 800 850 998
9606.ENSP00000407586 9606.ENSP00000256078 0 0 48 0 960 900 55 995
9606.ENSP00000407818 9606.ENSP00000304697 0 0 0 0 970 0 128 973
9606.ENSP00000407818 9606.ENSP00000272317 0 0 0 0 960 0 50 960
9606.ENSP00000407818 9606.ENSP00000441543 0 0 0 0 958 0 191 965
9606.ENSP00000407818 9606.ENSP00000388107 0 0 0 0 974 0 0 974
9606.ENSP00000407818 9606.ENSP00000307491 0 0 0 291 992 0 928 999
9606.ENSP00000408108 9606.ENSP00000323687 0 0 0 62 945 0 0 946
9606.ENSP00000408236 9606.ENSP00000440005 0 0 0 0 972 900 700 999
9606.ENSP00000408295 9606.ENSP00000360532 0 0 0 86 980 0 49 981
9606.ENSP00000408295 9606.ENSP00000055077 0 0 80 887 986 900 161 999
9606.ENSP00000408295 9606.ENSP00000313171 0 0 0 228 961 0 818 994
9606.ENSP00000408295 9606.ENSP00000376272 0 0 81 974 994 900 158 999
9606.ENSP00000408295 9606.ENSP00000368458 129 0 0 914 967 900 310 999
9606.ENSP00000408295 9606.ENSP00000262315 0 0 0 470 939 900 410 997
9606.ENSP00000408295 9606.ENSP00000426191 0 0 0 97 958 900 403 997
9606.ENSP00000408295 9606.ENSP00000371321 0 0 0 246 987 900 396 999
9606.ENSP00000408295 9606.ENSP00000369411 0 0 0 944 993 900 325 999
9606.ENSP00000408411 9606.ENSP00000262144 0 0 0 47 993 0 265 994
9606.ENSP00000408411 9606.ENSP00000457168 0 0 0 0 993 0 187 994
9606.ENSP00000408429 9606.ENSP00000310260 0 0 0 203 993 900 496 999
9606.ENSP00000408429 9606.ENSP00000327889 0 0 0 82 993 900 213 999
9606.ENSP00000408429 9606.ENSP00000385722 0 0 0 89 993 900 779 999
9606.ENSP00000408429 9606.ENSP00000318641 0 0 0 62 993 900 619 999
9606.ENSP00000408910 9606.ENSP00000300087 0 0 0 96 994 900 728 999
9606.ENSP00000408910 9606.ENSP00000349960 0 0 0 49 945 0 168 952
9606.ENSP00000408910 9606.ENSP00000348965 0 0 0 69 918 900 822 998
9606.ENSP00000408910 9606.ENSP00000221114 0 0 0 93 991 900 720 999
9606.ENSP00000408910 9606.ENSP00000360532 0 0 0 0 980 0 0 980
9606.ENSP00000408910 9606.ENSP00000358921 0 0 0 164 993 900 615 999
9606.ENSP00000408910 9606.ENSP00000289228 0 0 0 85 971 900 616 998
9606.ENSP00000408910 9606.ENSP00000354791 0 0 0 235 916 900 917 999
9606.ENSP00000408979 9606.ENSP00000414982 0 0 0 97 963 900 732 998
9606.ENSP00000408979 9606.ENSP00000301071 0 0 0 116 924 0 146 937
9606.ENSP00000409171 9606.ENSP00000321703 0 0 0 0 945 0 0 945
9606.ENSP00000409581 9606.ENSP00000482835 0 0 0 0 974 900 354 998
9606.ENSP00000409666 9606.ENSP00000270225 0 0 0 197 917 900 724 997
9606.ENSP00000409666 9606.ENSP00000348056 0 0 0 149 907 900 806 998
9606.ENSP00000410059 9606.ENSP00000331901 0 0 0 800 989 900 930 999
9606.ENSP00000410257 9606.ENSP00000272298 0 0 0 61 916 0 308 941
9606.ENSP00000410257 9606.ENSP00000349467 0 0 0 61 916 0 517 959
9606.ENSP00000410257 9606.ENSP00000291295 0 0 0 61 916 0 509 958
9606.ENSP00000410294 9606.ENSP00000264664 0 0 0 0 922 900 817 998
9606.ENSP00000410294 9606.ENSP00000480791 0 0 0 78 954 900 829 999
9606.ENSP00000410294 9606.ENSP00000244007 0 0 0 54 979 900 196 998
9606.ENSP00000410294 9606.ENSP00000321797 0 0 0 0 904 600 788 991
9606.ENSP00000410561 9606.ENSP00000429089 0 0 0 111 943 360 509 982
9606.ENSP00000410561 9606.ENSP00000262643 0 0 0 111 948 360 651 988
9606.ENSP00000410758 9606.ENSP00000249299 0 0 0 864 998 900 932 999
9606.ENSP00000410758 9606.ENSP00000460348 0 0 0 110 960 900 116 996
9606.ENSP00000410758 9606.ENSP00000363313 0 0 0 107 962 900 50 996
9606.ENSP00000410758 9606.ENSP00000400591 0 0 0 802 987 900 662 999
9606.ENSP00000410758 9606.ENSP00000216252 0 0 0 767 960 900 154 999
9606.ENSP00000410758 9606.ENSP00000324122 0 0 0 85 984 900 402 999
9606.ENSP00000410758 9606.ENSP00000266079 0 0 0 122 957 900 92 996
9606.ENSP00000410758 9606.ENSP00000412566 0 0 0 151 960 900 484 998
9606.ENSP00000410758 9606.ENSP00000306614 0 0 0 294 960 900 48 996
9606.ENSP00000410758 9606.ENSP00000392094 0 0 0 240 960 900 75 996
9606.ENSP00000410758 9606.ENSP00000422392 0 0 0 503 998 900 960 999
9606.ENSP00000410758 9606.ENSP00000254193 0 0 0 197 960 900 120 996
9606.ENSP00000410758 9606.ENSP00000317123 0 0 0 111 957 900 111 996
9606.ENSP00000410758 9606.ENSP00000272348 0 0 0 934 960 900 586 999
9606.ENSP00000410758 9606.ENSP00000302160 0 0 0 896 998 900 933 999
9606.ENSP00000410758 9606.ENSP00000266735 0 0 0 891 991 900 631 999
9606.ENSP00000410758 9606.ENSP00000252622 0 0 0 716 996 900 956 999
9606.ENSP00000410758 9606.ENSP00000364813 0 0 0 806 998 900 924 999
9606.ENSP00000410758 9606.ENSP00000356541 0 0 0 521 960 900 0 997
9606.ENSP00000410758 9606.ENSP00000315379 0 0 0 104 992 900 141 999
9606.ENSP00000410758 9606.ENSP00000305790 0 0 0 115 960 900 135 996
9606.ENSP00000410758 9606.ENSP00000269601 0 0 0 277 960 900 457 998
9606.ENSP00000410758 9606.ENSP00000335321 0 0 0 100 960 900 279 997
9606.ENSP00000410758 9606.ENSP00000267812 0 0 0 136 960 0 0 964
9606.ENSP00000410758 9606.ENSP00000342374 0 0 0 467 988 900 807 999
9606.ENSP00000410758 9606.ENSP00000332103 0 0 0 77 996 0 402 998
9606.ENSP00000410758 9606.ENSP00000274712 0 0 0 185 960 540 173 986
9606.ENSP00000410758 9606.ENSP00000469468 0 0 0 377 995 900 933 999
9606.ENSP00000410758 9606.ENSP00000215829 0 0 0 320 960 900 655 998
9606.ENSP00000410758 9606.ENSP00000383949 0 0 0 205 986 900 272 999
9606.ENSP00000410758 9606.ENSP00000310723 0 0 0 116 980 900 79 998
9606.ENSP00000410758 9606.ENSP00000310448 0 0 0 79 985 900 350 999
9606.ENSP00000410758 9606.ENSP00000300413 0 0 0 534 960 900 606 999
9606.ENSP00000410758 9606.ENSP00000310596 0 0 0 243 998 900 920 999
9606.ENSP00000410758 9606.ENSP00000257181 0 0 0 132 960 900 109 996
9606.ENSP00000410758 9606.ENSP00000246071 0 0 0 317 959 900 147 997
9606.ENSP00000410758 9606.ENSP00000380336 0 0 0 167 960 0 50 965
9606.ENSP00000410818 9606.ENSP00000361540 0 0 0 61 993 0 270 995
9606.ENSP00000411073 9606.ENSP00000320485 0 0 0 0 905 0 343 934
9606.ENSP00000411073 9606.ENSP00000344546 0 0 0 0 905 0 305 931
9606.ENSP00000411250 9606.ENSP00000441543 0 0 0 0 907 0 117 914
9606.ENSP00000411268 9606.ENSP00000334675 0 0 0 98 960 0 310 973
9606.ENSP00000411471 9606.ENSP00000360532 0 0 0 81 980 0 0 980
9606.ENSP00000411532 9606.ENSP00000354522 0 0 0 112 925 540 918 997
9606.ENSP00000411593 9606.ENSP00000361700 0 0 47 64 960 540 55 981
9606.ENSP00000411822 9606.ENSP00000227524 0 0 0 236 968 540 505 993
9606.ENSP00000411822 9606.ENSP00000357928 0 0 0 90 959 0 498 980
9606.ENSP00000411822 9606.ENSP00000424417 0 0 0 198 960 540 405 990
9606.ENSP00000411822 9606.ENSP00000254193 0 0 0 109 963 0 404 978
9606.ENSP00000411822 9606.ENSP00000351137 0 0 0 173 962 540 511 992
9606.ENSP00000411822 9606.ENSP00000366557 0 0 0 177 961 540 522 992
9606.ENSP00000411822 9606.ENSP00000386023 0 0 0 147 911 0 428 953
9606.ENSP00000412302 9606.ENSP00000357644 0 0 0 101 984 900 462 999
9606.ENSP00000412302 9606.ENSP00000383973 0 0 0 49 992 900 532 999
9606.ENSP00000412302 9606.ENSP00000353463 0 0 0 184 997 900 418 999
9606.ENSP00000412302 9606.ENSP00000278823 0 0 0 154 949 900 619 998
9606.ENSP00000412302 9606.ENSP00000333633 0 0 0 86 953 900 641 998
9606.ENSP00000412324 9606.ENSP00000337641 0 0 0 125 902 900 65 990
9606.ENSP00000412324 9606.ENSP00000263753 0 0 0 0 905 900 331 993
9606.ENSP00000412324 9606.ENSP00000311344 0 0 0 87 954 900 648 998
9606.ENSP00000412324 9606.ENSP00000418447 0 0 0 96 993 900 643 999
9606.ENSP00000412324 9606.ENSP00000324804 0 0 0 118 994 900 679 999
9606.ENSP00000412566 9606.ENSP00000249299 0 0 0 217 986 900 545 999
9606.ENSP00000412566 9606.ENSP00000460348 0 0 0 385 962 900 434 998
9606.ENSP00000412566 9606.ENSP00000262415 0 0 0 113 943 900 82 994
9606.ENSP00000412566 9606.ENSP00000236273 0 0 0 66 939 900 281 995
9606.ENSP00000412566 9606.ENSP00000400591 0 0 0 615 991 900 856 999
9606.ENSP00000412566 9606.ENSP00000216252 0 0 0 339 960 900 254 997
9606.ENSP00000412566 9606.ENSP00000324122 0 0 0 127 960 900 267 997
9606.ENSP00000412566 9606.ENSP00000266079 0 0 0 142 959 900 139 996
9606.ENSP00000412566 9606.ENSP00000360532 0 0 0 305 998 900 135 999
9606.ENSP00000412566 9606.ENSP00000306614 0 0 0 261 960 900 48 996
9606.ENSP00000412566 9606.ENSP00000358554 0 0 0 125 960 900 65 996
9606.ENSP00000412566 9606.ENSP00000392094 0 0 0 378 960 900 468 998
9606.ENSP00000412566 9606.ENSP00000269349 0 0 0 576 963 900 117 998
9606.ENSP00000412566 9606.ENSP00000424417 0 0 0 234 946 900 108 995
9606.ENSP00000412566 9606.ENSP00000422392 0 0 0 125 960 900 558 998
9606.ENSP00000412566 9606.ENSP00000254193 0 0 0 394 989 900 555 999
9606.ENSP00000412566 9606.ENSP00000317123 0 0 0 327 989 900 393 999
9606.ENSP00000412566 9606.ENSP00000272348 0 0 0 450 991 900 853 999
9606.ENSP00000412566 9606.ENSP00000221494 0 0 0 253 980 900 271 998
9606.ENSP00000412566 9606.ENSP00000302160 0 0 0 351 960 900 586 998
9606.ENSP00000412566 9606.ENSP00000463058 0 0 0 488 960 900 222 998
9606.ENSP00000412566 9606.ENSP00000266735 0 0 0 804 981 900 854 999
9606.ENSP00000412566 9606.ENSP00000351137 0 0 0 163 945 900 204 995
9606.ENSP00000412566 9606.ENSP00000252622 0 0 0 277 960 900 568 998
9606.ENSP00000412566 9606.ENSP00000366557 0 0 0 103 946 900 95 995
9606.ENSP00000412566 9606.ENSP00000364813 0 0 0 244 986 900 592 999
9606.ENSP00000412566 9606.ENSP00000356541 0 0 0 241 960 900 361 997
9606.ENSP00000412566 9606.ENSP00000243563 0 0 0 703 944 900 457 998
9606.ENSP00000412566 9606.ENSP00000315379 0 0 0 91 988 900 172 999
9606.ENSP00000412566 9606.ENSP00000227524 0 0 0 419 960 900 213 997
9606.ENSP00000412566 9606.ENSP00000305790 0 0 0 217 960 900 404 997
9606.ENSP00000412566 9606.ENSP00000199814 0 0 0 74 960 900 92 996
9606.ENSP00000412566 9606.ENSP00000269601 0 0 0 104 960 900 287 997
9606.ENSP00000412566 9606.ENSP00000387006 0 0 0 103 944 900 146 995
9606.ENSP00000412566 9606.ENSP00000410758 0 0 0 151 960 900 484 998
9606.ENSP00000412566 9606.ENSP00000362803 0 0 0 280 960 900 463 998
9606.ENSP00000412566 9606.ENSP00000335321 0 0 0 624 960 900 277 998
9606.ENSP00000412566 9606.ENSP00000267812 0 0 0 281 960 0 198 975
9606.ENSP00000412566 9606.ENSP00000342374 0 0 0 516 992 900 822 999
9606.ENSP00000412566 9606.ENSP00000274712 0 0 0 120 960 540 172 984
9606.ENSP00000412566 9606.ENSP00000469468 0 0 0 411 960 900 665 999
9606.ENSP00000412566 9606.ENSP00000215829 0 0 0 555 992 900 857 999
9606.ENSP00000412566 9606.ENSP00000475615 0 0 0 229 960 900 95 996
9606.ENSP00000412566 9606.ENSP00000357928 0 0 0 92 947 900 136 995
9606.ENSP00000412566 9606.ENSP00000383949 0 0 0 412 960 900 117 997
9606.ENSP00000412566 9606.ENSP00000156471 0 0 0 128 938 900 50 994
9606.ENSP00000412566 9606.ENSP00000310723 0 0 0 175 960 900 122 996
9606.ENSP00000412566 9606.ENSP00000310448 0 0 0 129 944 900 100 995
9606.ENSP00000412566 9606.ENSP00000300413 0 0 0 800 992 900 831 999
9606.ENSP00000412566 9606.ENSP00000472998 0 0 0 202 980 900 707 999
9606.ENSP00000412566 9606.ENSP00000263694 0 0 0 426 960 900 66 997
9606.ENSP00000412566 9606.ENSP00000244520 0 0 0 740 991 900 802 999
9606.ENSP00000412566 9606.ENSP00000257181 0 0 0 235 960 900 354 997
9606.ENSP00000412566 9606.ENSP00000246071 0 0 0 374 958 900 624 998
9606.ENSP00000412566 9606.ENSP00000380336 0 0 0 197 960 900 61 996
9606.ENSP00000412566 9606.ENSP00000261531 0 0 0 178 959 900 76 996
9606.ENSP00000412566 9606.ENSP00000386023 0 0 0 116 960 900 113 996
9606.ENSP00000412698 9606.ENSP00000418287 0 0 0 123 959 900 908 999
9606.ENSP00000412698 9606.ENSP00000387471 0 0 0 94 963 900 919 999
9606.ENSP00000412927 9606.ENSP00000452780 0 0 0 84 962 900 631 998
9606.ENSP00000413436 9606.ENSP00000393241 154 0 0 993 959 900 459 999
9606.ENSP00000413436 9606.ENSP00000362744 0 0 0 992 950 900 337 999
9606.ENSP00000413436 9606.ENSP00000307889 0 0 0 991 965 900 588 999
9606.ENSP00000413436 9606.ENSP00000346046 0 0 0 851 952 900 241 999
9606.ENSP00000413436 9606.ENSP00000278572 154 0 0 993 959 900 421 999
9606.ENSP00000413436 9606.ENSP00000222247 0 0 0 994 952 900 165 999
9606.ENSP00000413436 9606.ENSP00000339795 74 0 0 992 951 900 572 999
9606.ENSP00000413436 9606.ENSP00000346050 0 0 0 992 960 900 135 999
9606.ENSP00000413436 9606.ENSP00000363676 154 0 0 991 962 900 625 999
9606.ENSP00000413436 9606.ENSP00000346001 77 0 0 986 949 900 586 999
9606.ENSP00000413436 9606.ENSP00000464813 77 0 0 991 960 900 348 999
9606.ENSP00000413436 9606.ENSP00000361076 60 0 0 991 958 900 485 999
9606.ENSP00000413436 9606.ENSP00000346027 59 0 0 991 973 900 181 999
9606.ENSP00000413436 9606.ENSP00000386717 0 0 0 979 959 900 452 999
9606.ENSP00000413436 9606.ENSP00000377640 0 0 0 936 958 900 331 999
9606.ENSP00000413436 9606.ENSP00000346067 72 0 0 956 948 900 263 999
9606.ENSP00000413436 9606.ENSP00000428223 77 0 206 672 965 900 203 999
9606.ENSP00000413436 9606.ENSP00000346015 93 0 0 991 950 900 391 999
9606.ENSP00000413436 9606.ENSP00000389103 154 0 0 992 959 900 352 999
9606.ENSP00000413436 9606.ENSP00000311430 77 0 0 979 950 900 426 999
9606.ENSP00000413436 9606.ENSP00000428085 0 383 0 965 973 900 273 999
9606.ENSP00000413436 9606.ENSP00000414321 0 0 0 972 958 900 97 999
9606.ENSP00000413436 9606.ENSP00000259469 154 0 0 991 949 900 204 999
9606.ENSP00000413436 9606.ENSP00000262584 93 0 0 993 962 900 598 999
9606.ENSP00000413436 9606.ENSP00000318646 93 0 0 992 963 900 258 999
9606.ENSP00000413436 9606.ENSP00000420311 154 0 0 992 961 900 366 999
9606.ENSP00000413436 9606.ENSP00000369757 0 0 0 992 958 900 468 999
9606.ENSP00000413436 9606.ENSP00000435777 0 0 0 991 960 900 472 999
9606.ENSP00000413436 9606.ENSP00000464342 0 0 0 988 959 900 318 999
9606.ENSP00000413436 9606.ENSP00000309830 0 0 0 951 973 900 184 999
9606.ENSP00000413436 9606.ENSP00000302896 93 0 246 953 959 900 284 999
9606.ENSP00000413436 9606.ENSP00000418082 0 0 0 911 960 900 166 999
9606.ENSP00000413436 9606.ENSP00000419117 0 0 0 985 960 900 167 999
9606.ENSP00000413436 9606.ENSP00000296674 93 0 0 986 958 900 450 999
9606.ENSP00000413436 9606.ENSP00000339095 0 0 0 991 961 900 197 999
9606.ENSP00000413436 9606.ENSP00000363018 93 0 0 989 959 900 504 999
9606.ENSP00000413436 9606.ENSP00000435096 0 0 0 992 973 900 301 999
9606.ENSP00000413436 9606.ENSP00000385958 93 0 0 993 959 900 167 999
9606.ENSP00000413436 9606.ENSP00000359345 154 0 0 992 953 900 574 999
9606.ENSP00000413436 9606.ENSP00000309334 0 0 0 991 958 900 298 999
9606.ENSP00000413436 9606.ENSP00000251453 77 0 0 990 958 900 462 999
9606.ENSP00000413436 9606.ENSP00000230050 60 0 0 992 973 900 246 999
9606.ENSP00000413436 9606.ENSP00000429374 93 0 0 986 959 900 274 999
9606.ENSP00000413436 9606.ENSP00000346088 0 0 0 857 964 900 611 999
9606.ENSP00000413436 9606.ENSP00000345957 0 0 0 959 954 900 269 999
9606.ENSP00000413436 9606.ENSP00000449328 93 0 0 992 951 900 558 999
9606.ENSP00000413436 9606.ENSP00000346037 0 0 0 964 922 900 49 999
9606.ENSP00000413436 9606.ENSP00000379506 77 0 0 984 946 900 181 999
9606.ENSP00000413436 9606.ENSP00000354739 93 0 0 989 958 900 564 999
9606.ENSP00000413436 9606.ENSP00000400467 154 0 210 990 953 900 428 999
9606.ENSP00000413436 9606.ENSP00000379888 0 0 0 991 959 900 508 999
9606.ENSP00000413436 9606.ENSP00000357555 0 0 0 984 973 900 105 999
9606.ENSP00000413436 9606.ENSP00000375730 93 0 218 993 947 900 167 999
9606.ENSP00000413436 9606.ENSP00000481646 0 0 0 981 967 900 162 999
9606.ENSP00000413436 9606.ENSP00000447001 0 0 0 952 945 900 590 999
9606.ENSP00000413436 9606.ENSP00000225430 0 0 0 991 973 900 317 999
9606.ENSP00000413436 9606.ENSP00000463784 77 0 204 982 959 900 203 999
9606.ENSP00000413436 9606.ENSP00000348849 42 0 0 989 958 900 277 999
9606.ENSP00000413436 9606.ENSP00000341885 93 0 0 979 959 900 530 999
9606.ENSP00000413436 9606.ENSP00000470972 0 0 222 994 958 900 285 999
9606.ENSP00000413436 9606.ENSP00000467466 154 0 0 949 961 900 489 999
9606.ENSP00000413436 9606.ENSP00000472985 93 0 0 992 951 900 423 999
9606.ENSP00000413436 9606.ENSP00000270625 154 0 214 997 960 900 210 999
9606.ENSP00000413436 9606.ENSP00000403172 77 0 0 988 948 900 612 999
9606.ENSP00000413479 9606.ENSP00000252242 0 0 0 75 938 900 56 993
9606.ENSP00000413479 9606.ENSP00000167586 0 0 0 86 955 900 183 996
9606.ENSP00000413496 9606.ENSP00000272298 0 0 0 86 958 0 55 961
9606.ENSP00000413496 9606.ENSP00000349467 0 0 0 117 960 0 152 967
9606.ENSP00000413496 9606.ENSP00000291295 0 0 0 63 958 0 158 964
9606.ENSP00000413572 9606.ENSP00000483484 0 0 0 817 947 0 527 995
9606.ENSP00000413697 9606.ENSP00000441543 0 0 0 58 916 0 67 920
9606.ENSP00000414109 9606.ENSP00000336868 0 0 0 820 937 900 925 999
9606.ENSP00000414237 9606.ENSP00000310260 0 0 0 139 993 900 457 999
9606.ENSP00000414237 9606.ENSP00000430338 0 0 0 134 938 900 542 997
9606.ENSP00000414237 9606.ENSP00000327889 0 0 0 99 993 900 574 999
9606.ENSP00000414237 9606.ENSP00000385722 0 0 0 109 993 900 629 999
9606.ENSP00000414237 9606.ENSP00000318641 0 0 0 58 993 900 789 999
9606.ENSP00000414237 9606.ENSP00000355961 0 0 0 137 938 900 380 996
9606.ENSP00000414303 9606.ENSP00000469455 0 0 0 0 933 900 124 993
